record_id,timestamp,category,subcategory,city,device,channel,age,score,amount,is_member,note
606,2024/7/14 15:57,D,X1,Tokyo,tablet,email,67,54,2154,TRUE,quick_tunnel
607,2024/4/27 22:12,D,X2,Fukuoka,mobile,referral,58,59.92,2555,TRUE,silent_robot
608,2024/7/6 16:35,E,X2,Tokyo,mobile,social,29,36.53,231,TRUE,quick_robot
609,2024/12/18 22:46,B,X2,Tokyo,tablet,organic,28,55.83,1512,TRUE,bold_tunnel
610,2024/11/9 0:19,A,X4,Tokyo,mobile,,27,74.12,2475,TRUE,silent_sensor
611,2024/10/31 7:11,C,X4,Sapporo,tablet,referral,55,24.8,2919,TRUE,bright_bridge
612,2024/6/17 22:07,C,X3,Tokyo,desktop,organic,58,57.34,1911,FALSE,fuzzy_tunnel
613,2024/10/13 5:02,A,X1,Osaka,desktop,organic,47,60.15,2855,FALSE,bold_fox
614,2024/5/20 13:23,C,X2,Tokyo,mobile,referral,39,71.92,1176,FALSE,fuzzy_sensor
615,2024/9/7 10:48,A,X3,Kobe,mobile,organic,17,60.89,2803,FALSE,bold_fox
616,2024/8/21 10:34,E,X3,Tokyo,mobile,email,68,51.5,2532,TRUE,quick_tunnel
617,2024/4/1 4:14,B,X2,Osaka,mobile,ads,57,56.45,4248,FALSE,silent_dataset
618,2024/4/7 6:13,A,X2,Fukuoka,mobile,ads,55,38.97,5735,FALSE,bold_dataset
619,2024/1/23 7:31,A,X2,Tokyo,desktop,organic,19,44.18,4320,FALSE,bold_robot
620,2024/2/21 0:22,A,X3,Tokyo,desktop,social,32,29.96,1731,FALSE,fuzzy_sensor
621,2024/6/7 6:29,B,X1,Fukuoka,mobile,referral,33,72.31,746,TRUE,calm_sensor
622,2024/6/23 10:12,A,X3,Tokyo,desktop,email,53,56.75,1047,FALSE,calm_tunnel
623,2024/3/1 6:27,B,X1,Tokyo,tablet,,65,36.26,5630,FALSE,quick_fox
624,2024/6/1 3:57,A,X3,Osaka,desktop,ads,71,54.07,2240,TRUE,fuzzy_bridge
625,2024/8/8 12:35,B,X4,Tokyo,desktop,social,47,67.39,2607,FALSE,calm_tunnel
626,2024/3/25 21:18,B,X3,Kobe,desktop,ads,,64.89,3854,FALSE,silent_tunnel
627,2024/5/3 10:57,B,X2,Nagoya,mobile,ads,40,36.09,2139,TRUE,quick_sensor
628,2024/5/14 3:24,B,X4,Nagoya,mobile,organic,,2.99,4773,TRUE,quick_bridge
629,2024/7/3 8:16,A,X3,Tokyo,tablet,organic,34,55.93,662,FALSE,bold_fox
630,2024/5/13 17:35,A,X2,Sapporo,desktop,referral,40,36.7,3018,TRUE,calm_fox
631,2024/9/25 23:38,A,X1,Nagoya,desktop,organic,65,59.33,6822,FALSE,bold_bridge
632,2024/4/29 12:51,D,X1,Tokyo,tablet,referral,49,64.25,5035,FALSE,quick_robot
633,2024/6/7 8:56,E,X1,Fukuoka,mobile,social,44,66.7,5236,FALSE,bright_bridge
634,2024/5/18 12:06,E,X1,Nagoya,mobile,ads,,76.17,599,TRUE,bright_bridge
635,2024/3/7 18:20,C,X3,Fukuoka,desktop,organic,32,68.55,2502,FALSE,calm_bridge
636,2024/9/7 7:06,C,X3,Tokyo,mobile,referral,17,76.24,1942,FALSE,fuzzy_tunnel
637,2024/3/26 22:30,B,X4,Tokyo,desktop,organic,65,70.69,1042,FALSE,silent_robot
638,2024/4/18 8:38,D,X3,Sapporo,desktop,email,43,71.99,2531,FALSE,fuzzy_bridge
639,2024/10/16 8:30,D,X4,Fukuoka,desktop,ads,34,49.39,753,FALSE,bold_bridge
640,2024/12/12 7:59,D,X3,Osaka,mobile,ads,19,30.66,2851,TRUE,fuzzy_robot
641,2024/9/1 20:35,E,X2,Tokyo,desktop,ads,75,87.23,974,FALSE,bright_robot
642,2024/11/30 11:12,B,X3,Fukuoka,mobile,ads,61,50.94,2748,FALSE,bold_sensor
643,2024/11/7 18:42,D,X2,Tokyo,desktop,organic,31,68.43,1086,FALSE,silent_tunnel
644,2024/6/24 12:46,D,X2,Tokyo,mobile,organic,53,41.75,1653,FALSE,quick_sensor
645,2024/10/8 3:44,B,X2,Nagoya,desktop,ads,44,64.46,1531,FALSE,calm_fox
646,2024/4/29 20:26,E,X3,Tokyo,mobile,social,34,13.33,1911,FALSE,bold_dataset
647,2024/6/17 1:57,A,X2,Tokyo,mobile,organic,33,43.84,2063,FALSE,bold_dataset
648,2024/7/14 10:24,E,X3,Tokyo,mobile,organic,18,48.52,1537,FALSE,calm_sensor
649,2024/12/16 13:55,D,X4,Kobe,mobile,organic,78,56.94,884,FALSE,bold_sensor
650,2024/11/5 17:23,A,X2,Tokyo,mobile,ads,75,66.08,4445,FALSE,quick_tunnel
651,2024/6/27 13:51,D,X2,Nagoya,desktop,organic,71,33.59,2131,FALSE,calm_tunnel
652,2024/8/26 4:39,A,X2,Kobe,desktop,email,34,59.9,2573,FALSE,quick_sensor
653,2024/3/14 20:38,D,X4,Nagoya,mobile,organic,79,68.4,1537,FALSE,bold_fox
654,2024/10/20 14:28,D,X1,Osaka,desktop,referral,31,85.19,8959,FALSE,calm_robot
655,2024/7/20 20:36,C,X4,Osaka,desktop,organic,68,60.6,2272,FALSE,bright_robot
656,2024/7/13 10:38,E,X2,Osaka,desktop,ads,,43.11,4601,FALSE,silent_sensor
657,2024/10/6 16:38,A,X4,Nagoya,mobile,organic,33,30.92,1674,FALSE,calm_fox
658,2024/8/19 0:21,B,X4,Kobe,mobile,referral,51,77.44,3105,FALSE,bright_robot
659,2024/1/27 10:48,B,X4,Fukuoka,tablet,social,77,61.06,1851,FALSE,calm_fox
660,2024/4/15 4:14,A,X4,Osaka,mobile,organic,30,49.67,4105,FALSE,silent_bridge
661,2024/3/5 12:03,B,X1,Tokyo,mobile,social,41,25.7,1408,FALSE,silent_robot
662,2024/9/25 5:39,B,X3,Fukuoka,desktop,organic,69,36.03,791,FALSE,fuzzy_tunnel
663,2024/1/13 19:53,B,X1,Tokyo,mobile,ads,44,59.47,2567,FALSE,bright_dataset
664,2024/3/14 21:03,B,X2,Fukuoka,desktop,referral,58,55.31,4295,FALSE,bold_bridge
665,2024/8/6 1:37,E,X1,Tokyo,mobile,organic,41,20.81,1895,FALSE,silent_sensor
666,2024/9/10 14:25,B,X3,Sapporo,desktop,ads,13,59.49,1378,FALSE,bold_tunnel
667,2024/7/2 16:57,E,X3,Fukuoka,tablet,organic,31,26.47,662,FALSE,bright_fox
668,2024/11/10 3:53,B,X3,Osaka,tablet,referral,50,70.31,4337,FALSE,bright_bridge
669,2024/12/1 9:54,B,X1,,tablet,ads,14,53.13,1010,TRUE,bold_sensor
670,2024/2/18 5:13,C,X2,Fukuoka,desktop,social,28,,1520,TRUE,silent_dataset
671,2024/12/13 15:59,B,X3,Osaka,mobile,organic,76,64.85,1493,FALSE,silent_bridge
672,2024/8/12 5:57,B,X4,Tokyo,tablet,social,14,55.3,2013,FALSE,fuzzy_sensor
673,2024/8/20 5:16,C,X4,Osaka,tablet,organic,29,,3086,FALSE,silent_sensor
674,2024/2/4 17:02,A,X1,Osaka,mobile,referral,54,51.21,7286,FALSE,bright_sensor
675,2024/8/14 23:35,B,X2,Sapporo,mobile,organic,50,52.08,2649,FALSE,bright_fox
676,2024/9/21 21:16,C,X1,Tokyo,mobile,organic,26,45.72,666,TRUE,fuzzy_dataset
677,2024/7/30 23:43,B,X4,Osaka,desktop,organic,16,53.94,1936,FALSE,bright_tunnel
678,2024/1/31 20:09,D,X1,Fukuoka,desktop,referral,73,75.47,2678,TRUE,fuzzy_fox
679,2024/7/9 23:28,B,X4,Tokyo,mobile,organic,49,42.46,4824,TRUE,silent_robot
680,2024/12/7 14:49,E,X1,Osaka,mobile,ads,51,59.72,4451,FALSE,calm_bridge
681,2024/9/21 1:07,D,X1,Nagoya,desktop,social,16,36.79,1878,FALSE,calm_fox
682,2024/2/20 3:41,E,X4,Fukuoka,mobile,organic,27,19,2226,TRUE,quick_fox
683,2024/12/16 9:03,D,X2,Nagoya,tablet,organic,,53.11,2467,FALSE,quick_bridge
684,2024/12/15 23:47,A,X2,,mobile,organic,78,55.56,2232,FALSE,quick_robot
685,2024/3/2 19:54,C,X3,Tokyo,mobile,organic,64,48.35,1933,FALSE,silent_robot
686,2024/10/19 7:44,A,X2,Osaka,mobile,ads,49,27.56,5840,TRUE,bold_dataset
687,2024/5/28 10:50,D,X3,Kobe,desktop,referral,58,54.56,1187,FALSE,silent_tunnel
688,2024/8/4 16:39,C,X2,Fukuoka,desktop,organic,24,53.99,3932,FALSE,fuzzy_tunnel
689,2024/6/11 11:49,B,X2,Nagoya,mobile,organic,79,36.67,3444,FALSE,silent_robot
690,2024/10/12 15:47,E,X2,Osaka,mobile,referral,47,29.7,1877,FALSE,quick_robot
691,2024/12/29 18:44,A,X1,Osaka,mobile,organic,47,46.21,1124,FALSE,quick_sensor
692,2024/10/17 5:12,C,X2,Tokyo,mobile,ads,77,59.79,2124,FALSE,calm_bridge
693,2024/12/5 22:48,D,X3,Fukuoka,desktop,social,19,56.25,3180,FALSE,fuzzy_fox
694,2024/12/11 7:11,A,X1,Fukuoka,mobile,organic,41,36.79,80,TRUE,fuzzy_dataset
695,2024/2/2 21:19,C,X1,Osaka,mobile,ads,18,52.05,748,TRUE,silent_fox
696,2024/4/2 11:38,D,X3,Tokyo,mobile,email,41,63.31,166,FALSE,bright_robot
697,2024/9/20 11:27,A,X2,Tokyo,mobile,referral,30,32.41,2593,FALSE,fuzzy_sensor
698,2024/8/3 9:03,C,X1,Tokyo,mobile,email,43,50.95,2508,TRUE,bold_fox
699,2024/1/19 7:16,B,X3,Sapporo,mobile,email,60,70.09,829,TRUE,fuzzy_tunnel
700,2024/2/4 16:37,D,X4,Nagoya,mobile,ads,31,30.88,1050,FALSE,fuzzy_fox
701,2024/7/8 23:59,A,X1,Tokyo,mobile,ads,16,67.33,2406,FALSE,fuzzy_bridge
702,2024/8/12 21:36,E,X1,Nagoya,mobile,referral,23,74.29,472,TRUE,bright_dataset
703,2024/3/2 5:13,E,X2,Kobe,tablet,referral,60,46.67,3317,FALSE,bold_sensor
704,2024/3/3 12:30,A,X3,Tokyo,mobile,referral,51,44.85,1716,TRUE,silent_dataset
705,2024/2/17 5:01,B,X1,Osaka,mobile,organic,78,65.5,2017,FALSE,bold_dataset
706,2024/7/25 4:58,C,X4,Osaka,mobile,email,72,47.21,2150,FALSE,bright_sensor
707,2024/1/3 20:47,D,X2,Tokyo,desktop,organic,23,14.7,678,FALSE,fuzzy_robot
708,2024/7/27 22:29,B,X1,Nagoya,tablet,organic,62,48.52,2159,FALSE,bright_fox
709,2024/6/22 17:08,A,X4,Nagoya,desktop,organic,19,57.06,3044,FALSE,fuzzy_fox
710,2024/6/19 2:01,A,X1,Tokyo,desktop,organic,19,61.1,1142,FALSE,bold_robot
711,2024/9/4 22:27,E,X1,Tokyo,desktop,referral,,36.79,1034,TRUE,silent_robot
712,2024/7/9 18:15,C,X4,,mobile,organic,39,45.95,6990,TRUE,bright_fox
713,2024/9/22 15:04,E,X3,Tokyo,desktop,referral,79,64.65,943,FALSE,bright_fox
714,2024/10/5 19:58,C,X2,Nagoya,desktop,ads,13,49.1,1457,TRUE,quick_tunnel
715,2024/12/1 20:13,E,X3,Nagoya,mobile,organic,46,27.07,5157,FALSE,calm_dataset
716,2024/10/18 17:23,A,X3,Fukuoka,mobile,organic,33,68.56,438,FALSE,bold_dataset
717,2024/7/7 23:06,A,X3,Sapporo,mobile,ads,79,46.79,1838,TRUE,quick_tunnel
718,2024/6/28 15:15,E,X1,Fukuoka,mobile,referral,57,66.37,2998,FALSE,quick_sensor
719,2024/3/27 0:48,E,X3,Nagoya,desktop,organic,64,29.07,1928,FALSE,calm_fox
720,2024/8/6 20:26,B,X2,Osaka,mobile,organic,32,48.19,369,FALSE,calm_bridge
721,2024/2/20 18:49,B,X4,Osaka,desktop,organic,72,57.65,747,TRUE,bold_bridge
722,2024/12/5 21:37,C,X3,Osaka,tablet,organic,69,48.69,307,FALSE,bold_robot
723,2024/11/4 10:35,B,X1,Osaka,mobile,organic,65,32.25,1744,FALSE,calm_bridge
724,2024/2/13 16:51,A,X4,Tokyo,mobile,social,44,14.2,2684,FALSE,fuzzy_fox
725,2024/10/13 20:58,E,X2,Osaka,desktop,organic,74,72.85,1134,FALSE,quick_tunnel
726,2024/2/12 17:49,B,X2,Osaka,desktop,organic,57,53.72,1544,FALSE,bright_sensor
727,2024/9/20 5:55,D,X4,Tokyo,mobile,social,17,67.5,1537,TRUE,silent_robot
728,2024/2/2 0:19,A,X4,Tokyo,mobile,referral,72,63.93,4598,FALSE,silent_tunnel
729,2024/6/27 4:34,A,X4,Sapporo,desktop,ads,14,58.95,2380,TRUE,calm_sensor
730,2024/8/28 2:52,D,X3,Nagoya,tablet,referral,58,45.18,2153,FALSE,fuzzy_tunnel
731,2024/9/23 0:22,B,X4,Fukuoka,mobile,social,29,57.35,4105,TRUE,calm_fox
732,2024/6/1 19:00,D,X1,Nagoya,mobile,organic,73,71.49,558,FALSE,quick_robot
733,2024/12/2 9:25,A,X3,Fukuoka,tablet,organic,61,51.25,2357,FALSE,calm_dataset
734,2024/10/9 15:03,E,X2,Fukuoka,mobile,social,67,78.53,1299,FALSE,fuzzy_robot
735,2024/3/17 0:23,D,X2,Tokyo,mobile,email,59,27.51,5030,FALSE,fuzzy_sensor
736,2024/9/1 23:59,E,X1,Kobe,desktop,social,50,25.9,4128,FALSE,silent_dataset
737,2024/9/23 15:28,A,X1,Tokyo,mobile,organic,70,64.82,1298,FALSE,fuzzy_tunnel
738,2024/5/1 18:40,B,X2,Nagoya,mobile,social,32,37.72,1620,FALSE,fuzzy_robot
739,2024/9/26 10:54,B,X4,Fukuoka,desktop,organic,,80.65,893,FALSE,bold_robot
740,2024/11/23 21:41,C,X3,Tokyo,desktop,referral,32,70.06,3685,FALSE,quick_tunnel
741,2024/10/25 5:55,B,X2,Nagoya,mobile,social,20,73.81,3141,FALSE,fuzzy_bridge
742,2024/10/5 7:46,A,X2,Osaka,mobile,organic,71,63.27,1692,TRUE,quick_fox
743,2024/8/19 14:11,B,X3,Tokyo,desktop,organic,46,36.18,1677,TRUE,quick_tunnel
744,2024/4/8 17:53,B,X1,Tokyo,desktop,ads,16,25.11,1388,TRUE,bright_robot
745,2024/10/17 6:09,B,X3,Tokyo,desktop,email,68,72.43,4820,FALSE,quick_bridge
746,2024/5/12 22:19,A,X3,Tokyo,desktop,organic,76,27.51,1811,FALSE,bold_fox
747,2024/7/13 6:02,B,X1,Nagoya,desktop,social,57,73.77,1432,TRUE,bright_robot
748,2024/4/24 18:29,C,X3,Osaka,desktop,organic,34,60.04,3435,TRUE,silent_tunnel
749,2024/4/24 6:01,B,X3,Osaka,desktop,ads,70,48.86,148,TRUE,silent_fox
750,2024/2/27 12:40,B,X3,Sapporo,mobile,organic,62,56.63,1598,FALSE,bright_dataset
751,2024/12/16 20:58,C,X2,Tokyo,tablet,social,32,56.98,3771,TRUE,fuzzy_dataset
752,2024/2/23 22:34,D,X3,Tokyo,desktop,organic,35,46.96,5571,FALSE,bold_robot
753,2024/2/1 11:37,B,X4,Sapporo,mobile,ads,79,71.39,1176,FALSE,fuzzy_fox
754,2024/12/7 16:28,C,X1,Kobe,mobile,organic,76,70.87,2888,FALSE,fuzzy_dataset
755,2024/7/21 13:54,E,X3,Osaka,desktop,social,58,52.33,1170,FALSE,fuzzy_dataset
756,2024/6/8 20:02,C,X3,Tokyo,mobile,email,15,41,7387,FALSE,fuzzy_fox
757,2024/9/26 4:25,E,X2,Fukuoka,desktop,organic,28,69.59,2253,FALSE,bright_bridge
758,2024/5/19 21:52,D,X2,Fukuoka,mobile,organic,36,19.66,3125,FALSE,silent_fox
759,2024/2/16 16:35,A,X4,Osaka,mobile,organic,48,56.66,196,FALSE,fuzzy_dataset
760,2024/9/23 8:02,B,X2,Tokyo,mobile,ads,71,61.09,1375,FALSE,quick_tunnel
761,2024/3/5 5:45,D,X3,Tokyo,desktop,email,69,37.57,3448,FALSE,silent_dataset
762,2024/7/20 20:13,E,X1,Nagoya,mobile,ads,31,64.61,553,TRUE,quick_bridge
763,2024/12/12 9:49,C,X4,Kobe,desktop,ads,20,49.6,2249,FALSE,bright_dataset
764,2024/12/7 16:35,A,X3,Nagoya,mobile,referral,31,41.81,5741,FALSE,calm_sensor
765,2024/5/11 16:27,C,X4,Tokyo,mobile,ads,28,64.45,3582,FALSE,calm_bridge
766,2024/10/11 19:26,A,X3,Nagoya,mobile,organic,73,33.71,2962,FALSE,quick_dataset
767,2024/8/11 15:02,D,X2,Fukuoka,mobile,organic,13,63.04,1443,FALSE,bold_sensor
768,2024/6/23 23:16,C,X2,Osaka,desktop,organic,68,20.26,709,FALSE,quick_dataset
769,2024/2/21 1:46,D,X3,Fukuoka,desktop,referral,57,54.29,1917,FALSE,calm_robot
770,2024/5/17 8:54,E,X4,Osaka,mobile,organic,20,50.66,3217,FALSE,silent_bridge
771,2024/8/25 22:48,C,X1,Tokyo,mobile,ads,58,41.9,893,FALSE,quick_dataset
772,2024/12/26 2:53,C,X4,Nagoya,desktop,organic,51,55.84,3560,FALSE,bold_fox
773,2024/1/2 18:50,D,X4,Osaka,desktop,referral,13,48.81,2342,FALSE,bold_robot
774,2024/9/18 23:34,D,X1,Kobe,mobile,organic,27,65.82,1038,TRUE,bright_bridge
775,2024/11/4 21:54,E,X1,Osaka,desktop,ads,36,58.4,420,FALSE,fuzzy_sensor
776,2024/12/13 4:27,A,X3,,mobile,organic,27,56.79,543,TRUE,bold_sensor
777,2024/6/3 16:31,C,X4,Osaka,mobile,organic,51,54.38,1861,FALSE,calm_dataset
778,2024/2/13 5:52,A,X2,Nagoya,desktop,organic,54,,4391,FALSE,bright_robot
779,2024/4/8 21:40,E,X3,Osaka,desktop,ads,24,45.47,1051,FALSE,bold_fox
780,2024/11/6 10:40,C,X4,Sapporo,desktop,email,21,53.72,4792,FALSE,bold_robot
781,2024/11/16 10:42,B,X2,Osaka,mobile,organic,56,47.4,366,FALSE,bold_tunnel
782,2024/8/20 12:46,A,X1,Osaka,mobile,referral,44,66.67,2110,FALSE,calm_tunnel
783,2024/2/14 19:12,B,X4,Nagoya,desktop,ads,,51.4,1952,TRUE,calm_fox
784,2024/2/14 12:02,D,X2,Tokyo,mobile,ads,30,55.64,2700,TRUE,bright_tunnel
785,2024/6/23 12:47,A,X2,Nagoya,mobile,ads,15,28.96,2314,TRUE,silent_bridge
786,2024/8/2 17:08,A,X2,Osaka,desktop,organic,70,64.15,1427,FALSE,calm_fox
787,2024/1/12 19:38,E,X3,Osaka,mobile,referral,69,41.28,1436,FALSE,bright_dataset
788,2024/9/7 10:12,D,X2,Sapporo,mobile,email,50,34.36,3847,TRUE,calm_robot
789,2024/7/17 17:54,A,X3,Sapporo,mobile,email,36,74.69,2196,FALSE,calm_bridge
790,2024/1/5 11:46,B,X3,Fukuoka,tablet,organic,27,60.46,183,TRUE,quick_bridge
791,2024/2/4 22:08,E,X1,Osaka,mobile,referral,33,64.66,1546,TRUE,quick_robot
792,2024/6/14 19:49,D,X2,Tokyo,mobile,organic,75,56.82,1658,FALSE,fuzzy_bridge
793,2024/9/20 17:50,C,X1,Sapporo,mobile,ads,18,48.6,1650,FALSE,quick_robot
794,2024/10/28 6:29,B,X1,Nagoya,mobile,organic,68,45.81,3466,TRUE,fuzzy_dataset
795,2024/6/6 10:12,B,X4,Nagoya,mobile,organic,33,61.69,1259,FALSE,quick_fox
796,2024/4/17 19:20,A,X3,Nagoya,desktop,referral,30,66.99,2459,FALSE,calm_tunnel
797,2024/12/19 10:23,D,X3,Sapporo,mobile,social,67,48.98,5808,FALSE,bright_robot
798,2024/6/16 8:52,A,X4,Tokyo,mobile,organic,77,81.09,4412,TRUE,bold_tunnel
799,2024/4/25 2:48,A,X3,Nagoya,mobile,ads,79,47.04,1166,FALSE,bright_tunnel
800,2024/6/10 10:40,D,X4,Tokyo,mobile,referral,30,29.09,2244,FALSE,bold_fox
801,2024/1/5 9:55,E,X3,Osaka,mobile,social,52,24.18,79,FALSE,bold_fox
802,2024/4/20 4:53,D,X2,Nagoya,desktop,referral,32,24.68,3090,TRUE,silent_fox
803,2024/7/7 4:15,C,X3,Osaka,desktop,organic,25,43.79,661,FALSE,bold_tunnel
804,2024/12/1 5:33,C,X2,Osaka,desktop,organic,38,46.52,2014,FALSE,bold_fox
805,2024/9/26 10:51,B,X4,Fukuoka,mobile,referral,17,60.24,1811,TRUE,silent_sensor
806,2024/10/12 4:08,B,X1,Sapporo,desktop,organic,24,49.57,4258,FALSE,quick_tunnel
807,2024/7/17 21:20,C,X4,Osaka,desktop,social,52,62.65,2473,TRUE,bright_robot
808,2024/2/10 8:45,B,X4,Kobe,mobile,social,59,50.67,1801,FALSE,fuzzy_sensor
809,2024/5/22 16:30,C,X1,Osaka,mobile,social,31,50.2,3241,FALSE,bold_fox
810,2024/12/29 22:01,E,X3,,desktop,organic,50,41.34,4735,FALSE,silent_tunnel
811,2024/1/17 2:56,E,X4,Tokyo,mobile,referral,64,71.34,123,FALSE,bright_sensor
812,2024/11/16 21:47,A,X3,Tokyo,mobile,referral,72,27.03,1224,FALSE,bold_bridge
813,2024/9/6 20:10,B,X2,Tokyo,desktop,organic,51,54.52,5921,TRUE,fuzzy_robot
814,2024/4/13 15:02,A,X4,Tokyo,mobile,organic,29,47.28,7873,FALSE,bold_bridge
815,2024/10/10 23:10,B,X3,Osaka,tablet,organic,60,61.73,1032,FALSE,bold_sensor
816,2024/11/1 11:12,B,X1,Tokyo,mobile,organic,24,49.69,3801,FALSE,silent_fox
817,2024/1/16 18:35,A,X1,Nagoya,mobile,social,22,50.13,1029,FALSE,silent_sensor
818,2024/2/8 20:14,D,X3,Tokyo,mobile,email,37,46,788,FALSE,bold_fox
819,2024/8/30 23:57,C,X2,Tokyo,mobile,organic,35,70.9,1857,FALSE,bold_bridge
820,2024/12/30 16:09,E,X1,Kobe,desktop,ads,22,50.04,4114,TRUE,calm_tunnel
821,2024/1/9 17:56,A,X4,Nagoya,desktop,organic,16,79.54,1678,TRUE,silent_tunnel
822,2024/8/30 23:23,A,X1,Kobe,tablet,organic,76,54.08,4077,TRUE,quick_dataset
823,2024/2/19 19:57,B,X1,Osaka,mobile,organic,58,50.33,4342,FALSE,silent_tunnel
824,2024/8/25 7:05,A,X2,Tokyo,mobile,referral,61,47.82,1386,TRUE,bright_tunnel
825,2024/8/15 12:14,B,X1,Nagoya,mobile,referral,17,58.46,1352,TRUE,quick_dataset
826,2024/2/3 0:15,E,X2,Nagoya,mobile,email,66,41.17,1714,FALSE,silent_robot
827,2024/9/5 11:10,A,X4,Tokyo,tablet,social,37,52.19,2072,TRUE,quick_robot
828,2024/11/23 10:00,A,X4,Fukuoka,mobile,organic,63,50.12,1885,TRUE,quick_sensor
829,2024/11/11 3:45,C,X4,Nagoya,mobile,referral,45,54.88,2222,FALSE,bright_dataset
830,2024/1/11 14:02,C,X2,Sapporo,mobile,organic,29,55.25,1471,TRUE,bold_sensor
831,2024/3/30 18:13,C,X1,Osaka,desktop,organic,30,56.03,720,TRUE,bright_tunnel
832,2024/3/28 21:39,B,X4,Nagoya,mobile,ads,22,51.42,6853,TRUE,silent_fox
833,2024/6/14 10:50,D,X2,Tokyo,desktop,organic,68,73.53,1223,TRUE,fuzzy_robot
834,2024/2/22 4:52,A,X3,Kobe,desktop,organic,41,56.34,405,FALSE,fuzzy_sensor
835,2024/11/7 20:04,B,X1,Osaka,desktop,organic,65,89.09,3422,FALSE,bright_bridge
836,2024/10/10 12:29,D,X3,Tokyo,mobile,organic,,50.75,853,FALSE,quick_tunnel
837,2024/10/22 1:08,E,X3,,mobile,social,24,64.38,3184,FALSE,silent_tunnel
838,2024/3/13 8:16,B,X4,Nagoya,mobile,organic,35,39.11,1177,FALSE,quick_dataset
839,2024/1/6 7:39,C,X1,Kobe,desktop,ads,21,71.01,7733,FALSE,quick_sensor
840,2024/11/28 9:11,A,X2,Fukuoka,tablet,,13,39.44,5247,FALSE,fuzzy_dataset
841,2024/4/15 10:50,A,X4,Sapporo,desktop,ads,79,56.84,1775,TRUE,silent_fox
842,2024/8/27 12:55,A,X2,Kobe,mobile,ads,57,46.03,2966,TRUE,bright_bridge
843,2024/11/27 22:39,D,X3,Sapporo,mobile,social,43,56.78,2550,TRUE,bright_bridge
844,2024/1/14 4:47,B,X1,Tokyo,desktop,organic,26,46.48,1141,FALSE,calm_bridge
845,2024/1/2 23:56,D,X3,Nagoya,mobile,organic,52,38.16,3336,FALSE,quick_dataset
846,2024/1/2 23:33,A,X2,Tokyo,desktop,ads,49,45.93,2208,TRUE,quick_bridge
847,2024/2/27 1:24,E,X3,Tokyo,desktop,ads,,73.12,2447,TRUE,fuzzy_robot
848,2024/1/19 20:31,D,X4,Osaka,mobile,email,,57.01,3144,FALSE,fuzzy_dataset
849,2024/10/26 7:01,A,X3,Tokyo,mobile,organic,44,30.67,1925,FALSE,fuzzy_robot
850,2024/8/9 3:54,A,X2,Kobe,mobile,referral,47,66.43,1018,TRUE,bold_dataset
851,2024/12/23 17:12,A,X1,Kobe,mobile,referral,66,36.63,2967,FALSE,calm_tunnel
852,2024/10/19 12:58,E,X2,Osaka,desktop,social,39,61.15,3544,FALSE,fuzzy_dataset
853,2024/12/17 13:31,A,X4,Sapporo,mobile,organic,19,58.3,3557,FALSE,fuzzy_bridge
854,2024/3/28 1:43,C,X1,Osaka,mobile,organic,71,,3611,FALSE,bold_tunnel
855,2024/4/15 1:07,B,X3,Tokyo,mobile,social,40,77.8,2703,FALSE,silent_fox
856,2024/11/6 0:49,D,X2,Tokyo,mobile,referral,61,37.57,431,TRUE,silent_tunnel
857,2024/3/30 9:10,C,X2,Tokyo,desktop,organic,15,59.16,7965,FALSE,bright_fox
858,2024/1/21 21:21,C,X3,Tokyo,desktop,organic,15,68.89,3526,FALSE,bold_sensor
859,2024/9/1 5:34,E,X2,Tokyo,mobile,email,14,40.35,1540,FALSE,calm_dataset
860,2024/10/19 8:26,A,X2,Tokyo,mobile,ads,65,38.81,3897,FALSE,fuzzy_robot
861,2024/12/19 9:23,D,X3,Tokyo,mobile,ads,29,45.69,766,FALSE,fuzzy_sensor
862,2024/12/4 15:29,A,X4,Kobe,mobile,social,66,54.87,3199,TRUE,bold_tunnel
863,2024/2/13 21:13,C,X4,Tokyo,mobile,organic,76,28.84,1671,TRUE,silent_fox
864,2024/10/8 19:40,E,X3,Tokyo,tablet,organic,57,58.27,806,FALSE,quick_robot
865,2024/11/4 20:04,D,X3,Osaka,mobile,referral,79,28.87,794,TRUE,bold_sensor
866,2024/9/11 19:32,D,X4,,mobile,social,75,69.4,2852,FALSE,quick_fox
867,2024/10/26 5:26,B,X2,Osaka,mobile,organic,61,57.71,3101,FALSE,quick_robot
868,2024/11/1 20:42,B,X2,Tokyo,desktop,referral,66,78.7,960,TRUE,bright_dataset
869,2024/6/11 23:46,B,X2,Nagoya,mobile,organic,53,60.03,1690,TRUE,bold_dataset
870,2024/1/15 15:43,C,X3,Nagoya,tablet,organic,27,45.43,2651,FALSE,bright_bridge
871,2024/6/15 12:15,C,X3,Sapporo,mobile,social,19,38.02,1362,TRUE,quick_dataset
872,2024/3/14 15:36,B,X1,Nagoya,desktop,organic,38,53.58,7098,TRUE,quick_fox
873,2024/2/11 12:16,B,X4,Osaka,desktop,organic,44,49.55,2878,FALSE,silent_sensor
874,2024/2/15 14:19,B,X2,Osaka,mobile,email,36,67.79,1929,TRUE,quick_robot
875,2024/9/11 12:59,B,X4,Tokyo,mobile,organic,19,36.07,4309,FALSE,silent_fox
876,2024/7/3 3:41,A,X3,Osaka,mobile,organic,46,80.31,3052,FALSE,quick_bridge
